,season,round,raceName,circuitId,dnf,Finished,Disqualified,Accident,Collision,Engine,Gearbox,Transmission,Clutch,Hydraulics,Electrical,Lap1,Laps2,Laps3,Laps4,Laps5,Laps6,Laps7,Laps8,Laps9,Spunoff,Radiator,Suspension,Brakes,Differential,Overheating,Mechanical,Tyre,DriverSeat,Puncture,Driveshaft,Results
22,2009,5,Spanish GP,catalunya,6,8,0,0,4,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,2009,6,Monaco GP,monaco,5,9,0,3,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
24,2009,7,Turkish GP,istanbul,2,13,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
25,2009,8,British GP,silverstone,2,11,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,2009,9,German GP,nurburgring,2,17,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,2009,10,Hungarian GP,hungaroring,3,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
28,2009,11,European GP,valencia,2,15,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
29,2009,12,Belgian GP,spa,6,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
30,2009,13,Italian GP,monza,4,11,0,1,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,2009,14,Singapore GP,marina_bay,6,14,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
32,2009,15,Japanese GP,suzuka,2,15,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,2009,16,Brazilian GP,interlagos,6,12,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,2009,17,Abu Dhabi GP,yas_marina,2,15,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
35,2010,1,Bahrain GP,bahrain,7,13,0,1,0,0,1,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
36,2010,2,Australian GP,albert_park,9,12,0,0,3,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
37,2010,3,Malaysian GP,sepang,5,11,0,0,0,3,1,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
38,2010,4,Chinese GP,shanghai,6,13,0,3,0,1,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,2010,5,Spanish GP,catalunya,4,8,0,1,1,1,1,0,0,1,0,5,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,
40,2010,6,Monaco GP,monaco,9,12,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
41,2010,7,Turkish GP,istanbul,4,12,0,0,1,0,0,0,0,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,2010,8,Canadian GP,villeneuve,5,7,0,1,0,1,0,0,0,1,0,8,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,
43,2010,9,European GP,valencia,3,16,0,0,2,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,2010,10,British GP,silverstone,4,15,0,0,1,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
45,2010,11,German GP,hockenheimring,5,6,0,0,2,1,2,0,0,0,0,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,2010,12,Hungarian GP,hungaroring,5,6,0,0,1,1,1,0,0,0,0,7,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,2010,13,Belgian GP,spa,4,13,0,1,2,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,2010,14,Italian GP,monza,4,13,0,0,1,1,1,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,2010,15,Singapore GP,marina_bay,8,10,0,2,3,1,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,2010,16,Japanese GP,suzuka,8,10,0,4,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
51,2010,17,Korean GP,yeongam,9,12,0,3,4,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,2010,18,Brazilian GP,interlagos,1,7,0,1,0,0,0,0,0,0,0,10,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
53,2010,19,Abu Dhabi GP,yas_marina,3,16,0,0,2,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,2011,1,Australian GP,albert_park,5,7,2,0,2,0,0,2,0,0,0,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
55,2011,2,Malaysian GP,sepang,7,10,0,3,0,0,1,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,2011,3,Chinese GP,shanghai,1,14,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,2011,4,Turkish GP,istanbul,1,12,0,0,0,0,1,0,0,0,0,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,2011,5,Spanish GP,catalunya,3,4,0,1,0,0,2,0,0,0,0,11,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,2011,6,Monaco GP,monaco,5,6,0,2,2,1,0,0,0,0,0,4,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
60,2011,7,Canadian GP,villeneuve,6,12,0,3,2,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,2011,8,European GP,valencia,0,7,0,0,0,0,0,0,0,0,0,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,2011,9,British GP,silverstone,5,12,0,1,0,1,1,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,2011,10,German GP,nurburgring,4,6,0,0,1,0,0,0,0,1,1,9,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,2011,11,Hungarian GP,hungaroring,4,6,0,0,0,0,1,0,0,0,0,6,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,2011,12,Belgian GP,spa,5,13,0,0,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
66,2011,13,Italian GP,monza,8,6,0,1,3,0,3,0,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,2011,14,Singapore GP,marina_bay,3,6,0,3,0,0,1,0,0,0,0,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,2011,15,Japanese GP,suzuka,1,19,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,2011,16,Korean GP,yeongam,3,12,0,0,2,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,2011,17,Indian GP,buddh,5,7,0,0,2,1,1,0,0,0,0,6,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
71,2011,18,Abu Dhabi GP,yas_marina,4,9,0,0,0,0,0,0,0,1,0,8,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,
72,2011,19,Brazilian GP,interlagos,4,5,0,0,0,0,1,0,0,0,0,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,2012,1,Australian GP,albert_park,6,12,0,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
74,2012,2,Malaysian GP,sepang,2,15,0,0,1,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,2012,3,Chinese GP,shanghai,1,17,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,2012,4,Bahrain GP,bahrain,2,14,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
77,2012,5,Spanish GP,catalunya,5,9,0,0,2,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,
78,2012,6,Monaco GP,monaco,8,10,0,4,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
79,2012,7,Canadian GP,villeneuve,3,14,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,
80,2012,8,European GP,valencia,4,15,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
81,2012,9,British GP,silverstone,2,15,0,0,2,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,2012,10,German GP,hockenheimring,1,14,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
83,2012,11,Hungarian GP,hungaroring,2,14,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
84,2012,12,Belgian GP,spa,6,13,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
85,2012,13,Italian GP,monza,2,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
86,2012,14,Singapore GP,marina_bay,5,16,0,1,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
87,2012,15,Japanese GP,suzuka,5,14,0,0,2,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
88,2012,16,Korean GP,yeongam,4,15,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89,2012,17,Indian GP,buddh,2,14,0,2,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,2012,18,Abu Dhabi GP,yas_marina,7,17,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,2012,19,United States GP,americas,2,13,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
92,2012,20,Brazilian GP,interlagos,5,9,0,2,4,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,2013,1,Australian GP,albert_park,3,12,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
94,2013,2,Malaysian GP,sepang,4,11,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,2013,3,Chinese GP,shanghai,4,14,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
96,2013,4,Bahrain GP,bahrain,1,15,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
97,2013,5,Spanish GP,catalunya,0,9,0,1,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
98,2013,6,Monaco GP,monaco,6,15,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
99,2013,7,Canadian GP,villeneuve,2,5,0,1,2,0,0,0,0,0,0,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100,2013,8,British GP,silverstone,2,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
101,2013,9,German GP,nurburgring,3,15,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
102,2013,10,Hungarian GP,hungaroring,3,8,0,0,0,1,0,1,0,3,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
103,2013,11,Belgian GP,spa,3,15,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
104,2013,12,Italian GP,monza,2,15,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
105,2013,13,Singapore GP,marina_bay,2,14,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
106,2013,14,Korean GP,yeongam,2,17,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
107,2013,15,Japanese GP,suzuka,3,11,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
108,2013,16,Indian GP,buddh,3,12,0,0,1,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
109,2013,17,Abu Dhabi GP,yas_marina,1,13,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,2013,18,United States GP,americas,1,16,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
111,2013,19,Brazilian GP,interlagos,3,9,0,1,0,1,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
112,2014,1,Australian GP,albert_park,7,10,1,0,2,2,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
113,2014,2,Malaysian GP,sepang,6,8,0,0,0,1,1,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
114,2014,3,Bahrain GP,bahrain,5,15,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,2014,4,Chinese GP,shanghai,2,9,0,0,0,1,1,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
116,2014,5,Spanish GP,catalunya,2,6,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
117,2014,6,Monaco GP,monaco,7,4,0,2,1,2,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
118,2014,7,Canadian GP,villeneuve,8,10,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
119,2014,8,Austrian GP,red_bull_ring,3,11,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
120,2014,9,British GP,silverstone,5,9,0,0,3,0,1,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
121,2014,10,German GP,hockenheimring,4,8,0,0,1,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
122,2014,11,Hungarian GP,hungaroring,6,13,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
123,2014,12,Belgian GP,spa,4,15,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
124,2014,13,Italian GP,monza,2,13,0,1,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
125,2014,14,Singapore GP,marina_bay,4,16,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
126,2014,15,Japanese GP,suzuka,1,9,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,2014,16,Russian GP,sochi,2,13,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
128,2014,17,United States GP,americas,3,10,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
129,2014,18,Brazilian GP,interlagos,1,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
130,2014,19,Abu Dhabi GP,yas_marina,3,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131,2015,1,Australian GP,albert_park,4,5,0,1,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132,2015,2,Malaysian GP,sepang,4,7,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
133,2015,3,Chinese GP,shanghai,3,9,0,0,0,0,1,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
134,2015,4,Bahrain GP,bahrain,2,7,0,0,0,1,0,0,0,0,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
135,2015,5,Spanish GP,catalunya,2,6,0,1,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
136,2015,6,Monaco GP,monaco,3,14,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
137,2015,7,Canadian GP,villeneuve,3,7,0,0,0,1,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
138,2015,8,Austrian GP,red_bull_ring,6,6,0,0,2,0,1,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
139,2015,9,British GP,silverstone,6,7,0,0,3,0,1,0,0,0,2,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
140,2015,10,Hungarian GP,hungaroring,4,14,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
141,2015,11,Belgian GP,spa,3,10,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
142,2015,12,Italian GP,monza,2,6,0,0,0,0,0,0,0,0,0,8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
143,2015,13,Singapore GP,marina_bay,5,12,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
144,2015,14,Japanese GP,suzuka,1,9,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
145,2015,15,Russian GP,sochi,5,11,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
146,2015,16,United States GP,americas,8,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
147,2015,17,Mexican GP,rodriguez,4,14,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
148,2015,18,Brazilian GP,interlagos,1,4,0,0,0,0,0,0,0,0,0,11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149,2015,19,Abu Dhabi GP,yas_marina,1,11,0,0,1,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
150,2016,1,Australian GP,albert_park,5,13,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
151,2016,2,Bahrain GP,bahrain,3,6,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
152,2016,3,Chinese GP,shanghai,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
153,2016,4,Russian GP,sochi,4,5,0,0,3,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
154,2016,5,Spanish GP,catalunya,5,8,0,0,2,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
155,2016,6,Monaco GP,monaco,7,7,0,4,1,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
156,2016,7,Canadian GP,villeneuve,3,7,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
157,2016,8,European GP,baku,4,11,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,
158,2016,9,Austrian GP,red_bull_ring,2,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,
159,2016,10,British GP,silverstone,5,10,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
160,2016,11,Hungarian GP,hungaroring,1,6,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161,2016,12,German GP,hockenheimring,2,7,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
162,2016,13,Belgian GP,spa,5,15,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
163,2016,14,Italian GP,monza,4,10,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164,2016,15,Singapore GP,marina_bay,3,10,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,
165,2016,16,Malaysian GP,sepang,6,11,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
166,2016,17,Japanese GP,suzuka,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
